Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
4265.3,1,0.0,2,7,4,15,4,4,0
4964.4,1,4.0,1,2,3,36,6,4,0
2818.6088663830556,3,14.65630638333316,1,4,3,78,5,3,1
2500.721250511987,1,7.089925912526853,2,3,2,28,4,3,1
1861.7,3,13.0,1,6,4,74,14,4,0
1486.21,2,18.0,2,6,3,96,6,0,0
3444.0380985109814,2,11.990309497249834,2,3,2,33,8,3,1
966.5085013678032,3,21.42520102796219,1,7,1,111,2,3,1
3394.09,0,19.0,0,6,1,116,3,3,0
1029.804050354044,2,11.401541619581835,2,7,1,13,4,0,1
3865.42,4,9.0,4,0,3,74,9,3,0
3227.62,2,5.0,0,8,0,67,8,4,0
2738.303859795784,3,6.901107049415681,3,3,3,98,8,4,1
1396.31,1,5.0,2,5,2,42,13,4,0
153.38,3,2.0,2,2,0,8,4,3,0
4066.584527873237,1,12.231806872006139,2,0,0,62,4,1,1
3119.53,3,16.0,4,5,1,76,6,1,0
4123.475698701191,0,17.17420770646707,1,2,3,28,4,4,1
191.56,4,14.0,0,8,3,81,3,3,0
4428.141986818887,1,14.391025102815853,2,2,1,31,4,4,1
1836.226010623894,2,9.027498421229097,0,1,2,34,6,2,1
3211.7035359006045,3,19.571982348150115,0,1,1,84,9,2,1
671.51,1,18.0,2,1,3,32,1,3,0
482.74722345576674,2,11.151872901194107,0,3,0,78,10,1,1
682.82,4,22.0,3,7,2,20,13,0,0
3209.78,4,19.0,2,2,1,110,1,0,0
682.9446507535232,2,6.185255358341246,1,0,2,44,5,4,1
2590.34,2,22.0,4,1,4,77,9,3,0
3138.126082409411,0,17.769997781766865,0,1,0,91,7,4,1
172.29884784095782,1,4.261533780790028,1,3,3,4,13,4,1
4706.95,2,6.0,2,3,4,81,11,4,0
4011.736180622861,3,0.93480736573743,0,2,3,56,1,0,1
2947.075560868021,3,9.93416867597474,0,4,4,25,6,4,1
4520.2,1,14.0,1,2,4,26,13,4,0
1527.25,2,17.0,1,6,3,23,4,1,0
896.29,2,19.0,3,4,4,86,14,0,0
2603.87,2,20.0,1,2,1,96,3,1,0
350.44831166260144,2,8.590402826236788,0,3,1,104,1,1,1
2449.4,4,2.0,2,6,3,46,13,4,0
48.37553035612464,4,9.075185007950457,0,3,2,65,6,2,1
3669.08,3,13.0,2,7,2,27,6,4,0
2480.969519641309,3,6.367368680785136,1,2,1,106,9,1,1
4760.42,2,13.0,2,3,1,43,6,4,0
347.43080115013356,4,12.416664929850706,2,2,2,94,8,2,1
3169.1912289054408,2,15.902691855935108,0,7,2,96,5,0,1
3620.0196703741212,1,6.837302477402626,0,4,0,15,4,4,1
3560.6856044885026,1,9.387280655714672,1,6,3,59,5,3,1
116.55,0,15.0,2,6,4,21,4,4,0
4429.722422107637,0,3.816903075557896,2,2,0,87,4,1,1
2676.59,4,19.0,0,3,1,72,9,0,0
4841.820373678374,0,18.235415541352697,1,2,0,68,12,3,1
3326.79,4,13.0,2,1,3,20,11,3,0
383.96640397937307,2,10.122684898915972,2,3,1,5,9,3,1
3285.65,3,23.0,1,0,0,80,3,0,0
3454.2155692235656,3,2.0363275438181923,1,2,3,93,9,2,1
1591.4998047703518,3,18.758704514631777,0,5,1,98,4,1,1
2527.47,0,21.0,0,6,0,64,3,0,0
2088.8007245623885,2,16.020843680025685,0,3,0,21,3,0,1
4683.733923273839,0,7.201852723421099,1,1,3,2,9,2,1
3061.81,2,1.0,0,1,4,111,3,3,0
1668.7949712407617,0,14.90447822508228,2,0,1,13,3,2,1
2019.75,2,5.0,2,5,1,77,8,4,0
377.01464455858036,2,4.289505762106406,2,7,3,7,13,2,1
49997.8,2,16.0,2,1,1,25,14,1,0
777.6143332087876,1,6.854149033243686,0,0,1,79,7,2,1
3056.63,4,15.0,2,0,2,108,6,4,0
568.82,4,10.0,4,4,3,85,6,3,0
908.0200839584309,0,7.329704968939758,2,0,1,104,10,4,1
872.32,4,11.0,2,7,0,5,6,0,0
1959.326967115148,2,7.7696711514782635,1,5,2,59,8,1,1
39.13010666354297,3,17.102543878930298,0,3,2,34,5,0,1
2260.58,1,5.0,2,3,0,87,6,0,0
556.06,3,1.0,2,4,0,110,6,4,0
497.75,1,0.0,0,2,2,74,9,1,0
84.88,0,10.0,0,4,3,50,3,4,0
5.65,0,12.0,0,7,3,109,12,1,0
983.34,2,1.0,2,4,2,16,5,3,0
2973.1719396751073,0,4.89938006731944,0,6,0,13,2,0,1
3401.01,4,1.0,1,6,1,10,7,1,0
3347.108308764994,3,12.092169204670132,0,4,1,96,12,3,1
311.4631577955867,3,18.224186571108447,1,5,1,110,2,0,1
4750.93,1,19.0,0,4,1,28,7,3,0
1045.3719693124133,0,20.681563983638746,1,4,0,77,6,3,1
3463.68,1,22.0,1,3,2,16,13,4,0
748.5900511697206,3,17.992596623429915,3,4,0,6,11,1,1
3031.107886096176,1,11.448790811642015,1,4,2,97,12,3,1
4604.71,4,10.0,1,2,2,56,6,3,0
2009.8,0,18.0,2,6,2,65,2,0,0
3289.3321357675463,2,21.48351199475733,1,2,2,29,7,2,1
2021.40868722605,3,11.32347694609762,0,3,2,114,8,2,1
4233.97,3,6.0,2,5,2,64,13,1,0
2293.92,4,2.0,0,1,1,68,4,4,0
3612.16,0,18.0,1,5,1,20,5,1,0
4563.621110709924,1,9.102823430131119,2,3,0,69,9,2,1
2299.474815533154,1,9.039817578562188,1,4,2,9,5,1,1
49.0,1,18.0,2,5,2,63,3,1,0
2137.5,0,8.0,1,7,4,21,10,4,0
3671.082241054296,2,11.341633534429263,1,3,2,105,9,3,1
3342.027371132387,1,18.0,1,2,0,84,6,1,1
3905.1203441191005,2,13.543733860157117,1,0,2,48,10,4,1
619.256397553961,1,4.2655902158438455,1,4,1,11,2,1,1
392.3888619666012,0,11.173079777364842,2,2,0,77,8,3,1
4759.916546678507,2,0.8280674056325319,1,0,3,73,8,2,1
2738.98,3,4.0,1,2,1,42,6,0,0
4320.503828199107,0,11.161718008928847,3,4,4,96,12,3,1
463.85,0,21.0,1,0,0,23,10,2,0
4849.3449208705815,3,4.20388219404164,0,2,3,85,4,2,1
3199.43,4,0.0,1,4,4,41,5,3,0
3916.9735080702526,2,18.581182793999243,1,4,2,70,9,4,1
4138.489787485731,0,18.417074478572136,2,3,2,38,2,3,1
4310.01,3,8.0,2,2,1,62,2,4,0
2404.37,3,17.0,0,2,4,2,12,3,0
4445.301617375347,2,9.088557153033879,2,5,4,114,3,0,1
2701.55,0,4.0,0,5,2,39,3,1,0
2559.861885876615,1,10.534033393427737,0,7,1,85,8,2,1
3375.82,3,20.0,1,5,2,59,1,4,0
1585.4117048488718,0,21.9874883028165,2,0,3,104,13,3,1
4108.56332843712,3,16.54224388341068,1,6,3,88,4,0,1
4362.48,2,13.0,0,3,0,15,6,0,0
737.8267530244193,1,16.958761317826877,3,4,3,109,9,0,1
1601.8502253645868,1,18.33395059332479,0,4,2,90,1,2,1
4244.88,2,13.0,1,5,3,111,1,4,0
430.70520864617043,2,10.279946304610135,0,2,1,27,10,1,1
4823.675909019592,2,19.062168306995606,0,4,2,92,1,0,1
864.5,0,23.0,0,2,3,99,2,3,0
4352.514929321439,3,1.8186836157843729,1,2,0,15,12,3,1
3910.11,4,7.0,1,7,2,105,10,0,0
1938.0043766230276,2,8.10446678563762,1,5,0,45,9,1,1
1218.02,0,8.0,4,6,4,39,12,4,0
849.74,3,8.0,1,5,4,6,4,3,0
4890.25,2,23.0,2,5,2,64,6,3,0
4234.039253661617,0,12.897197886889565,1,6,4,110,11,0,1
1401.673681135214,3,7.263558777509303,0,3,0,104,1,1,1
4524.36,1,10.0,1,2,2,95,11,4,0
133.90668642546603,3,8.536274837969625,2,4,3,34,2,3,1
2020.172843642185,3,5.519777887367934,1,1,3,113,4,3,1
3444.981421694808,2,10.679431125875585,2,4,1,24,10,1,1
524.89,1,7.0,2,3,4,119,8,1,0
4906.19,2,6.0,0,0,3,25,5,1,0
4606.43630448964,0,16.157488572839622,1,5,3,91,3,1,1
1566.99,1,2.0,0,4,2,85,4,1,0
3416.1538972040366,3,16.40465438810682,1,4,2,73,13,0,1
1066.5068483606378,0,16.651697572376285,1,7,4,47,1,0,1
2070.220750106889,0,9.644912728552944,0,6,0,16,12,4,1
3994.8188105507193,2,5.234410711523154,1,3,0,30,5,0,1
1980.15,0,23.0,0,6,3,74,13,4,0
1349.32,4,21.0,1,8,0,105,9,3,0
4802.21,1,4.0,0,4,0,69,5,4,0
1335.14,4,23.0,2,3,2,90,4,0,0
2203.24,2,6.0,1,7,3,63,11,4,1
1967.0677825441448,2,0.8260950614138329,0,2,3,12,6,3,1
4707.882147333855,0,11.34885333113521,0,5,1,87,8,3,1
794.84,1,7.0,2,4,2,32,14,3,0
2455.3335302574005,0,11.950140555867941,1,6,1,64,5,2,1
2907.2,2,12.0,1,5,2,86,1,0,0
1371.7,1,2.0,1,2,3,83,8,3,0
3718.4,0,12.0,0,1,4,116,8,4,0
1918.26,1,23.0,3,2,1,61,11,5,0
2632.96,2,3.0,1,7,0,96,9,0,0
918.44,3,2.0,2,6,0,54,6,4,0
1265.132207377023,2,6.097216920365326,0,1,0,98,4,1,1
4530.6632682470645,0,6.477891343808548,1,0,1,97,6,2,1
2692.8539511003687,3,6.475493023621027,1,7,1,36,10,1,1
158.42225285011224,0,5.7586800955182325,1,5,0,76,6,1,1
1023.59,0,9.0,1,5,0,95,3,1,0
2259.81,2,6.0,1,5,2,10,1,1,0
139.03639052669664,0,11.0,0,3,3,46,10,2,1
1176.7,1,1.0,0,3,1,75,7,0,0
2302.408243719502,0,11.271764231200406,1,5,2,12,5,1,1
1890.09,3,18.0,2,5,4,41,2,1,1
4572.570474140773,3,15.163397648540046,2,1,3,19,3,1,1
4140.93,3,12.0,2,4,2,102,1,3,0
1221.2751492788177,3,10.817594766957352,1,5,2,43,12,4,1
4058.41,3,2.0,0,2,3,59,2,3,0
2157.302262451967,3,13.31418519509837,0,4,0,113,5,1,1
2039.94,3,21.0,2,7,2,1,7,0,0
3841.442114358269,3,19.42366367567207,2,3,2,40,9,3,1
2692.136479437508,3,7.556335677049131,1,7,1,35,10,1,1
906.9199800098203,1,3.7793521080656145,1,0,0,108,10,3,1
628.06,3,11.0,2,0,3,59,3,4,0
3526.67,0,1.0,0,7,2,86,1,5,0
733.5110903146343,1,10.011341604013097,1,2,4,102,9,2,1
2046.6332372196484,0,15.410024486610855,1,4,1,45,4,0,1
4572.87,0,4.0,2,4,4,99,8,1,0
1348.92,4,13.0,0,3,2,52,10,0,0
1336.8948376755982,3,3.0481546256252647,1,2,3,103,9,2,1
3131.2260062725486,0,16.31787480459492,0,4,0,100,13,4,1
3523.6726064166555,0,9.044791242140533,2,6,3,76,8,3,1
4236.297190497116,1,22.568924715912793,0,1,1,83,10,3,1
3321.2342103617507,0,14.896497581715131,0,6,2,73,5,3,1
750.7763878393802,3,17.585811413988143,3,3,0,10,10,1,1
1915.4874336285204,2,10.94541312578285,1,4,3,40,2,3,1
1666.4256966108637,1,22.0,0,1,2,62,8,3,1
2981.9290097099747,1,19.115321950201267,1,2,0,28,9,4,1
3185.76,1,6.0,2,4,2,64,1,3,0
3023.5582915534465,3,5.418763221602279,1,4,0,92,13,1,1
2401.297753960933,2,4.1387698046652375,0,2,1,25,7,3,1
3559.1307063492645,0,18.354039667519153,1,5,1,6,8,4,1
3693.34,2,16.0,0,0,2,115,13,0,0
633.8101394292302,1,16.13585150122502,0,7,2,96,6,1,1
2501.5566467895187,3,18.49808266100248,0,3,2,78,12,3,1
1341.32,1,16.0,1,7,0,22,13,3,0
3168.35,2,16.0,1,7,3,95,5,0,1
3980.539157617167,0,5.823403510957636,1,5,0,106,10,4,1
113.34,1,22.0,2,1,3,36,1,3,0
4190.02,3,19.0,0,7,3,112,12,3,0
3878.79,1,7.0,1,3,0,50,10,0,0
3883.09,3,20.0,0,7,1,11,6,4,0
2475.19,4,3.0,2,3,4,65,3,4,0
4244.133082310947,2,14.800994293853897,1,4,3,57,3,1,1
1833.0590645439415,1,12.169289493467605,1,0,3,50,11,0,1
3670.023342839594,2,7.04007747176737,1,5,0,110,4,0,1
3413.58,4,9.0,2,4,3,24,5,1,1
3949.78,1,3.0,1,5,1,31,12,3,0
486.06223182928636,1,18.887119086125608,1,2,2,5,10,0,1
2237.66,0,11.0,1,6,4,118,12,0,0
1820.6728686085305,0,1.2576008171153468,1,2,0,72,3,2,1
15.25899467159581,4,14.29866079357854,1,0,2,116,7,3,1
22.359067319429826,3,11.818021391122034,2,3,1,37,10,4,1
4573.29,3,15.0,2,7,0,31,5,3,0
2708.04,2,13.0,4,0,2,49,8,1,0
3669.696801427333,3,14.904300809560283,1,5,2,110,3,4,1
510.3176558226071,0,14.038927911561435,0,3,3,87,11,2,1
4362.72,2,16.0,1,3,4,66,7,3,0
4158.762694973315,0,8.991087795765825,0,7,2,55,3,0,1
4495.14,3,1.0,0,2,1,111,12,3,0
290.01,1,14.0,0,7,0,87,6,3,0
2392.43,1,21.0,4,6,0,87,8,3,0
667.84,2,18.0,2,5,0,44,3,5,0
3374.8816398246677,2,11.575057683419937,0,3,3,44,10,1,1
1688.3108837051334,1,22.03856814058657,0,5,2,94,5,0,1
4108.75,1,13.0,0,6,3,107,4,4,0
344.63135395457834,4,8.858710241758496,2,5,4,79,6,3,1
251.6836685937882,2,1.2453326114575112,1,5,1,83,10,1,1
4311.66,2,18.0,3,2,1,79,12,0,0
903.18,4,13.0,0,8,0,92,10,4,0
1885.8,4,16.0,1,6,0,72,10,1,0
3969.59,4,21.0,0,6,2,69,14,3,0
2510.47,2,8.0,1,4,1,3,13,3,0
3698.83,4,10.0,1,1,4,49,5,5,0
2140.64,2,7.0,0,3,4,78,7,5,0
3555.16,1,23.0,4,0,2,19,14,4,0
1061.299943482807,1,21.47257313492843,2,5,3,104,2,0,1
2313.83,0,23.0,1,5,2,55,12,1,0
1374.578345453747,4,3.248900940262601,0,6,1,112,9,1,1
1731.828974385007,2,19.546880286123105,1,3,0,62,3,2,1
1971.67,2,10.0,2,2,3,10,13,4,0
2811.768548433926,1,19.117465683697805,0,5,2,52,6,3,1
3494.513567975335,3,21.06547880656442,0,3,2,92,7,4,1
4668.63,2,9.0,0,5,3,18,9,1,0
4209.844040125715,3,2.434616284170321,1,3,0,49,13,3,1
156.91412218111108,1,9.838376671243552,1,4,1,36,11,2,1
2999.2755741037536,3,20.0,0,0,1,42,8,1,1
2555.8,1,14.0,0,1,0,5,14,1,0
955.4135527093331,2,7.667959501212881,1,4,2,102,8,3,1
1017.47,3,20.0,2,4,3,16,1,4,0
249.223233016814,1,12.035863092702147,0,3,3,43,9,2,1
3823.92,3,16.0,2,2,0,30,12,0,0
174.14,1,18.0,2,7,2,9,12,4,0
2357.69,4,17.0,1,0,4,110,1,4,0
4085.62,1,20.0,0,5,2,14,14,4,0
3155.35,0,16.0,2,7,3,108,3,3,0
2402.125382674888,2,16.962219444560642,2,2,1,5,3,4,1
2691.27,4,22.0,1,6,2,110,10,1,0
2243.11,0,4.0,1,6,4,27,5,4,0
3606.06,1,0.0,1,3,0,76,11,1,0
1329.99,2,7.0,1,5,2,38,7,3,0
541.83,1,17.0,2,1,2,86,4,0,0
4106.37,0,22.0,0,6,0,66,2,3,0
4816.21,3,1.0,3,3,4,31,5,0,0
4689.578967760083,0,13.922053668213746,0,3,3,11,9,1,1
4645.123830191182,3,14.890472125366655,1,3,1,94,5,0,1
1444.4091297469095,1,7.680376183128525,2,1,0,109,8,2,1
4968.35,1,7.0,0,0,4,9,11,3,0
2225.41,0,20.0,1,7,3,81,4,0,0
3643.1103800795017,1,3.0,0,1,0,86,8,3,1
1069.938104091223,3,7.125154879828193,3,1,1,33,11,3,1
1762.72,2,11.0,1,6,3,8,4,0,0
1674.36,4,14.0,0,6,3,76,13,1,0
645.4969216343671,1,14.438229740664397,0,4,1,97,6,0,1
1603.0389405675735,1,17.79450222735,0,4,1,89,1,3,1
3079.08,4,1.0,0,4,0,65,14,0,0
4713.57,3,0.0,1,2,1,36,11,3,0
33.46656143947659,0,2.6859029443838516,1,4,3,81,12,3,1
2921.75,3,11.0,0,5,3,54,6,0,0
1631.53,2,1.0,0,6,1,60,3,3,0
3525.5410721259777,3,18.232268707660968,2,4,3,88,7,2,1
212.77,3,23.0,1,0,1,51,6,3,0
3314.18,4,3.0,0,8,0,105,11,0,0
2510.87,4,20.0,2,0,0,116,4,3,0
4454.57,0,18.0,2,0,3,20,8,3,0
1878.37,1,23.0,2,7,4,2,14,3,0
4948.928125503113,2,18.43723314278441,1,1,2,5,9,0,1
1873.33,0,21.0,2,5,1,57,6,4,0
361.51462722180753,3,14.219105332338161,0,0,2,116,10,3,1
4649.52,2,1.0,2,1,1,55,6,1,0
2797.8510742940016,1,6.191353978830216,1,1,1,95,9,4,1
1095.1057226935777,3,7.308258574725509,0,1,0,94,9,2,1
67.72108002439197,0,9.181797653486962,2,3,2,49,11,1,1
4392.53,4,5.0,2,4,2,116,6,4,0
638.3152885809785,0,11.977871163780028,1,6,2,19,6,0,1
2326.6052605393015,1,10.37709723326429,0,3,3,105,3,0,1
3785.87,4,11.0,1,5,4,86,5,0,0
2405.16,0,19.0,0,1,4,36,5,0,0
1752.2128496758828,0,9.207480841962951,0,3,0,13,6,3,1
1645.695382021924,2,2.0,1,5,2,80,11,4,1
2555.112440058829,1,7.466159859897315,0,7,1,89,10,3,1
49997.8,1,20.261783579558053,2,5,3,13,7,0,1
1324.3310125986213,0,5.550830463364356,0,4,2,78,10,0,1
275.3513906952249,0,7.09287370974655,3,3,1,102,3,2,1
4060.0861550652653,2,18.230313457009956,1,5,0,109,10,4,1
759.7819689941658,3,19.594491225464495,1,5,1,24,3,2,1
2902.06,1,8.0,4,6,3,9,3,4,1
521.2540231835102,2,11.347178849582523,1,3,0,42,12,1,1
1821.39,1,19.0,2,6,2,5,14,1,0
2920.27,0,4.0,0,0,4,12,14,3,0
2591.523806288015,1,9.128824744645382,0,4,2,21,9,3,1
3621.576342239739,0,1.401114635219832,0,5,0,11,4,3,1
1755.770875208836,1,18.450738155659568,2,4,1,30,7,2,1
119.42480390014289,1,15.382352956021098,2,5,3,65,8,4,1
1124.5966657723322,1,17.69398613879444,0,2,2,99,2,1,1
1005.6997440490462,3,16.713586500310896,0,1,1,68,11,0,1
473.24024618775024,2,14.425436677852902,1,6,0,93,8,3,1
622.68,2,14.0,2,1,0,64,8,4,0
1490.01,0,0.0,1,1,4,97,11,1,0
2191.52,1,9.0,0,4,4,28,3,1,0
688.9510191150861,4,9.90616586073607,2,4,3,57,9,1,1
4232.7,0,12.0,0,0,4,27,3,0,0
4730.53,3,9.0,1,8,4,8,2,4,0
2474.0343749591525,2,17.704694050475194,2,2,3,9,5,1,1
1266.34267477593,1,13.970151180403603,0,6,4,42,13,3,1
3954.95,1,17.0,2,1,4,70,12,3,1
3067.04,0,19.0,2,5,4,119,6,3,1
4828.002875433019,2,7.284483184315306,0,3,0,33,12,2,1
4421.1,4,21.0,0,6,2,10,13,1,0
2641.85,2,16.0,0,5,2,68,4,4,0
4123.77,0,0.0,0,0,3,103,10,0,0
356.41,1,6.0,2,0,2,35,9,1,0
1344.01,0,0.0,0,7,1,24,4,4,0
2268.81,0,22.0,1,0,2,115,2,0,0
2840.5625148481026,0,5.191779701381097,1,3,2,111,9,2,1
1199.627969049826,0,12.735013630105694,0,6,0,102,4,3,1
4171.02,3,0.0,0,8,2,85,12,1,0
906.25,3,0.0,2,7,3,100,2,2,0
4148.891738530069,1,9.789853643023243,0,2,0,105,13,2,1
578.3797047975825,1,16.242715478404826,2,6,3,3,10,0,1
477.73,2,0.0,1,4,3,88,10,1,0
844.54,1,9.0,0,2,2,30,6,4,0
3238.96,0,21.0,2,3,1,74,3,4,0
2169.59,3,18.0,2,6,0,57,3,3,0
471.71219375269595,1,3.654894521200376,1,1,2,90,11,2,1
3142.92,3,20.0,1,1,2,106,7,4,0
3017.6349955512183,2,13.856266682931516,0,6,1,82,13,0,1
268.23,2,23.0,2,1,1,61,1,1,0
4842.405841039398,2,10.506491888960888,0,3,2,86,1,1,1
1191.17,3,22.0,1,2,3,88,1,3,0
4389.96,2,20.0,0,6,4,36,4,1,0
1204.357746794267,2,14.225785644680228,0,4,2,49,10,3,1
3861.53,2,2.0,2,1,1,97,3,0,0
1958.14,2,1.0,2,1,2,106,12,4,0
315.4310505823041,2,21.361852682312353,0,4,3,38,6,0,1
3670.77,3,11.0,3,3,3,98,2,0,0
3109.06,0,14.0,1,3,2,9,13,3,0
2372.38,4,23.0,2,3,3,15,14,3,0
313.2940324301333,2,17.052859670392973,1,2,1,32,4,1,1
3649.4376268175497,0,16.973728761646495,0,0,1,98,7,4,1
637.45,0,15.0,1,4,3,21,13,1,0
4233.757049500546,1,10.501813717297097,2,6,2,63,4,3,1
166.27,2,8.0,2,6,0,88,5,3,0
888.9123216778901,0,22.418383497109723,2,3,0,91,11,4,1
1107.93,3,23.0,1,6,3,5,5,1,0
2278.6766100466066,2,15.201576722508644,0,6,0,8,1,3,1
3771.87,0,15.0,2,7,0,104,8,0,0
3244.01465361092,2,6.860074904462251,2,4,3,13,6,4,1
2267.11,1,1.0,1,5,4,71,3,1,0
4053.968995903755,1,4.280087845383287,1,3,2,88,6,3,1
4672.452896574544,3,6.454266644639331,3,0,1,69,2,3,1
4804.84,0,22.0,2,3,1,117,7,1,1
3105.63,1,17.0,0,5,0,12,7,1,0
741.44,2,18.0,0,0,3,104,10,5,0
2335.1,0,12.0,1,3,3,70,5,0,0
60.77,1,16.0,0,0,2,45,8,4,0
2288.57,3,18.0,0,0,3,8,13,3,0
871.16,2,21.0,1,5,4,101,10,3,1
1916.98379332159,2,13.908501626910763,1,3,3,41,5,3,1
49997.8,2,9.363097985754628,1,4,1,20,10,1,1
2727.88,0,6.0,3,5,3,71,10,1,0
1854.13,0,10.0,2,4,0,114,11,1,0
768.37,0,11.0,2,8,4,97,3,1,0
251.09873420376286,3,8.54991206366851,0,5,2,103,7,0,1
3948.4,1,20.0,4,0,3,73,2,0,0
1719.5729926641736,1,5.19708032763537,1,5,4,71,4,4,1
612.83,3,16.0,0,4,1,96,8,0,0
277.81,4,19.0,0,4,4,91,13,3,0
853.0831579477934,1,12.944588454986555,1,5,1,29,5,1,1
1807.6860255572608,1,2.4473250281269756,1,2,1,61,9,2,1
938.22,4,14.0,3,0,2,108,8,4,0
3573.0,4,8.0,2,7,3,18,6,3,0
2830.83,3,1.0,1,0,3,116,13,1,0
841.0429752609112,2,14.91970689142907,0,5,2,105,6,0,1
2896.68,1,5.0,1,4,1,13,14,5,0
4729.668903470099,2,20.314625906542815,0,4,1,12,7,1,1
3433.663341535561,2,2.528718443729594,1,2,1,97,8,1,1
1473.39,0,4.0,0,7,3,117,12,1,0
1618.06,1,10.0,1,7,1,33,3,5,0
412.0306923824128,2,5.049289338267809,2,2,0,70,5,3,1
1522.99,4,3.0,2,0,1,57,3,0,0
1386.0225860969579,1,1.0784043087899395,1,0,1,92,1,1,1
751.18,2,12.0,2,7,2,101,4,1,0
1181.6706565185787,2,9.38679592920858,2,0,2,80,8,3,1
3332.01,4,16.0,0,0,0,118,3,0,0
4442.56876326647,4,6.439462320829378,1,2,1,66,14,2,1
3805.9026973453197,0,15.282894329170041,3,3,2,72,8,4,1
4588.307056227839,2,14.295380808486764,2,0,1,21,1,1,1
4797.847385834361,2,8.406466222800187,1,6,1,73,12,1,1
372.62,2,1.0,4,4,0,110,11,5,0
823.4310614033583,2,5.086885575681113,1,2,1,42,5,2,1
3932.597086030426,2,6.478159020463005,1,7,1,98,4,4,1
2523.1,2,5.0,2,7,1,90,10,0,0
480.94,0,12.0,2,3,3,36,9,5,0
2227.496606304925,2,14.150329437263292,1,7,0,99,8,3,1
3471.47,3,9.0,1,1,4,80,14,4,0
822.2767490211864,1,20.0,2,1,0,68,4,0,1
4553.93,0,4.0,1,4,2,55,4,0,0
4438.451632856002,3,16.309728266716128,0,5,1,57,4,0,1
32.89,0,18.0,4,6,3,21,2,3,0
588.1579669623138,2,11.296977215155632,2,4,3,24,9,4,1
395.28,2,6.0,3,2,0,72,9,5,0
1137.09,4,11.0,0,6,0,100,14,0,0
2688.63,2,1.0,2,6,4,109,10,3,0
3950.81,3,19.0,2,7,1,55,4,1,0
1015.5784310090736,1,7.083887947069822,0,0,3,109,10,1,1
4604.395470279729,3,19.815369530913635,0,6,3,78,10,4,1
3591.902720097314,0,1.053472531932675,1,3,3,77,7,2,1
1114.15,1,7.0,1,1,4,80,14,1,0
1084.57,3,13.0,1,7,3,53,13,1,0
3350.861359651213,1,7.414761947159139,3,3,3,35,13,3,1
1722.1844449069174,3,12.216013207916895,1,3,2,68,4,1,1
3347.9,4,18.0,0,2,2,46,8,0,0
4446.65,2,22.0,0,7,2,99,10,5,1
437.8511662125885,3,15.044529856335755,1,1,1,9,7,3,1
286.14,1,11.0,2,2,4,10,6,3,0
3914.7298790883206,1,14.557099345941964,1,5,2,71,9,4,1
1443.47,2,11.0,2,4,3,64,13,5,0
3072.89,3,0.0,0,3,4,95,9,3,0
2986.01,1,21.0,0,2,0,6,3,1,0
2487.9422245553023,2,6.347550355320665,2,1,2,4,9,1,1
3169.877291101594,3,10.247648284946129,3,5,4,38,7,0,1
313.69,1,18.0,2,1,1,14,4,0,0
3048.86,1,3.0,2,1,1,41,2,0,0
4956.432109041188,1,8.56598609048059,2,7,0,60,11,0,1
2085.1315121262974,1,14.914764624010749,1,3,0,17,12,0,1
1506.0818013138082,3,12.007840883887647,0,3,1,12,1,3,1
403.45,1,16.0,2,2,4,116,4,4,0
1589.5620194301118,3,15.458408488392102,3,1,0,51,6,4,1
3761.475376415256,0,2.7756809139484346,1,5,0,94,3,0,1
178.66,0,8.0,0,4,4,50,12,5,0
222.79975744628078,3,1.9229484385185505,2,7,0,51,11,1,1
781.73,4,6.0,1,7,0,61,13,3,0
2490.4669689613766,2,15.136114304385144,0,5,2,82,12,2,1
11.96,3,12.0,2,2,1,99,4,3,0
3749.38,1,13.0,1,3,1,5,7,1,0
3583.51,3,2.0,1,5,0,111,3,4,0
4376.900200182191,0,17.770770632231887,2,0,3,5,10,0,1
3448.8530604507646,1,0.8707302082678057,0,7,2,51,11,3,1
4185.61,2,16.0,4,5,4,103,12,0,0
2306.93,2,3.0,2,3,4,7,14,5,0
4872.2,3,10.0,2,0,1,26,8,3,0
49997.8,2,17.216475558775855,1,6,2,19,9,0,1
2854.906911312209,0,2.324962420427583,1,5,1,66,2,1,1
574.88,4,21.0,1,7,4,11,12,1,0
1528.56,3,8.0,2,4,3,117,9,3,0
4915.265839967241,1,16.678062071106485,0,2,2,115,8,2,1
1221.8969265387343,3,6.913133998471371,1,6,1,29,3,0,1
1124.47,1,10.0,1,8,1,107,12,1,0
2903.8754705086926,2,17.144359130554633,0,5,0,15,8,4,1
3045.8,3,14.0,2,5,4,13,8,4,0
1184.2033216194961,1,6.877643271040761,0,0,3,81,9,4,1
3669.945117635685,3,14.334110705884346,1,5,2,109,4,4,1
688.28,0,8.0,1,3,2,49,14,4,1
2634.0,1,10.0,0,4,1,35,14,3,1
2074.1521007794245,0,8.311327903792217,0,7,0,12,13,3,1
3628.02,3,8.0,0,3,2,7,14,0,0
2751.4506622536483,2,10.296530129355784,1,3,2,82,8,3,1
3854.5527591734985,1,13.12460886112208,0,5,2,87,10,0,1
1666.4514674025859,1,22.0,0,1,2,62,8,3,1
912.26,3,6.0,1,6,0,34,1,3,0
4409.57,1,13.0,2,5,4,114,10,4,0
1602.19,0,2.0,4,7,2,76,3,4,0
